0, 0, 0.15, 3.10363e-07, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57079,1.57079,1.57079
0, 0, 0.15, 0.00289633, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.00416856, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.00534522, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.00661869, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0078484, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.00915662, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0105229, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0118798, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0131235, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0143932, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0156499, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0169057, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0181587, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0194139, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0206864, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
0, 0, 0.15, 0.0219428, -9.25596e+61, -9.25596e+61, -9.25596e+61, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.57079,1.57129,1.57079,1.57079
